"","doc","text"
"67","1861-09-30","30 сентября. Суббота. Вот уже второй год день стоит хорошая погода. Правда небо не совсем чисто, ну да ведь нельзя в конце сентября месяца требовать, чтоб небо было такое же чистое, как летом. И летом то оно иногда бывает покрыто облаками. Сегодня утром пришла к нам Всеволожская, хвастунья ужаснейшая каких на свете мало. Она принялась рассуждать на счет теперешних Университетских дел и тут то показала всю свою глупость, раскрыла свою дурацкую башку. Ругала студентов ни за что, ни про что: Дураки, болваны, ничего не смыслят, безбожники. Чистая дура! Жаль, что Коти не было. Он бы с нею поспорил. Да что спорить с этой дурой ничего не сделаешь. Надо б было ее обругать хорошенько, сказать, что тот дурак, кто думает так о студентах. Досадно право слышать такие глупые суждения, да еще от кого от Всеволжской."
"68","1861-10-11","11 октября. Среда. Из студентов около 500 человек приняли матрикулы, в том числе и Котя. Матрикула — книжечки в роде тех, в которые мы записываем слова. Еще прежде государю посылал известие о студентах но он отвечал, что не надо придавать большой важности вспышке молодых людей. Добрый Государь! При втором известии и запретил употреблять. Если б император приехал конечно б было совсем другое. Михайлов, писатель, умер в крепости от удара. Утин студент тоже умер, только дома. Последние слова его были И так я должен поплатиться за проступки моего деда. Он — жид и первоначальная фамилия была Иудин, потом Юдин и наконец Утин. Богданову, девицу-студента, кажется высекли. Говорят, что Искандер приезжал летом к Михайлову и советовался с ним об осуществлении своей идеи социализма. Это мне кажется не может быть, да никто и не согласится. Один будет трудиться, всю свою жизнь, другой молиться, а между тем состояние одинаково. Это будет обида первому, и поощрение второму. Да вообще мне кажется что Искандер уж устарел со своими идеями. Лучше б и не совался, а то только дело портит. Я сегодня первый раз был в гимназии. Там все по старому, да что и может быть нового в такой гимназии, как наша. Лемониус с каждым днем становится бессмысленнее. Глупость его растет не по дням а по часам. Например он велел не связываться со студентами, как будто они язва какая-то в самом деле бунтовщики. Он хотел даже исключить Потолова за то, что мне говорил о их сходках."
"69","1861-10-21","21 Октября. Суббота. Последние три дня я не ходил в гимназию. Голова что-то болела. Из нашего класса вышел Кестер и за какую глупость? За то только, что сказал Миквицу А позвольте вам заметить, что я и вовсе не читал когда тот укорил его в чтении книги во время урока. Миквиц, как и всякий бы сделал на его месте, пожаловался директору. Тот хотел посадить Кестера в карцер, но он напрямки отказался от такого наказания. Лемониус настаивал. Кестер не соглашался и наконец принужден был выйти. Через несколько дней вдруг в перемену приходит Степан Васильевич и объявляет, что Молас и Сниткин курили в спальне, как он слышал от одного солдата, видевшего это. Сниткин не имеет обыкновения не только в гимназии, но даже и дома курить, потому что у него слаба грудь. Обоих их по приказанию Лемониуса из пансионер перевели в приходящие. Судите после этого о справедливости начальства 3-й санкт-петербургской гимназии. Впрочем у нас и ученики как-то глупы. Лишь бы ему самому хорошо было, а о других беспокоиться нечего. Решительно нет ни в одном сознания собственного достоинства. Учитель его обругает ослом, а он молчит или ответит так, что сам останется кругом виноватым. Все трусы отчаянные. Перед директором и прекословить никому не смеют. Право, у нас ученики похожи на каких-то рабов, которым платят жалованье в следствие чего они обязаны исполнять малейшие капризы своего господина. Государь уже приехал. Он теперь находится в Царском селе. В одном из номеров Полицейских ведомостей было полное изложение университетских дел. Но все это несправедливо. Совершенно не так было. Я уже большую часть передал, есть иное что несправедливо т.е. не так было как я описал. Утин вовсе не ушел и с ума не сходил, а его выдали за помешанного. Может быть т.е. наверно тут принимала участие и финансовая система, без чего, как известно у нас в России ничто не обходится."
"70","1861-11-01","1 ноября. Среда. Студенты все еще сидят в крепости. Ходят разные слухи да ведь нельзя же мне всем верить. У нас уже совсем зима на дворе. Снег первый раз выпал недели три тому назад. Теперь же мороз большой. Нева встает. Все мосты разведены. Я хочу с этого дня заниматься хорошенько. Сначала привести в порядок тетради, чтобы потом не было остановки. Тогда, конечно записки."
"71","1861-11-10","10 ноября. Пятница. Сегодня я получил от Лебедева из Физической Географии 5. Да третьего дня от Буша 4. Сегодня самая скверная погода. Снег смешанный с дождем и холодный ветер мне прямо в лицо. Однако на записываться. Пора за дело."
"72","1861-11-12","12 ноября. Воскресенье. Вчера вечером пришел к Коте Бухарев. Мы заговорили о том, что берет перевес сердце над умом или ум над сердцем. Я с Бухаревым утверждали первое. Котя отстаивал второе. Мне и до сих пор кажется, что я прав. Если не все так по крайней мере большая часть людей повинуются первому влечению сердца. Очень мало исключения, если кто нас рассердит мы никогда не удержим своего гнева, а изольем его тут же, не размышляя наперед хорошо ли это будет или худо? Впоследствии уже спохватимся, да будет поздно. Таких примеров каждый день встречает по сто. И сколько людей делаются несчастными на всю жизнь из-за каких-нибудь пустяков и именно потому что не умели сдержать во время побуждения своего сердца. Одна история может нам представить тысячу подобных примеров. Так Александр великий в пылу своего гнева убил Клита. Волынский погиб из-за того, что в жару спора с Бироном, требовал уплаты денег сказал, что Бирон защищает Поляков потому что герцог Курляндский и что всякий народ для него лучше Русских. И не из одной Истории можно привести примеры. Сейчас заходит ко мне Филлипов, звал к Рибо, да я не пошел. Что за охота идти в такую погоду. Отовсюду течет. И сверху и снизу. И с крыш капает и на тротуарах лужи растаявшего снегу."
"73","1861-11-21","21 ноября. Вторник. Сегодня праздник. Не знаю какой, кажется Покров Богородицы. Я вообще не силен в Законе Божием. Вчера я первый раз отправился с Котей и Рибо в Публичную Библиотеку. Взял билет под № 3121 соврав, что я студент Медицинской академии. Да ничего, не станут расспрашивать. В Библиотеке заниматься очень хорошо. Зала большая. По стенам огромные шкафы, с потолка до полу набитые книгами. По сторонам залы камины, тоже все в книгах. Посреди поставлены столы один к другому длинным рядом во всю залу. На каждом стоит большая лампа. Сверх сверху освещает еще несколько ламп. У каждого стол по два стула с той и другой стороны, обитые малиновым бархатом. Между колоннами то же диваны мягкие и столы приделанные к колоннам. Даже есть вода в сосуде в углу, как выйдешь, направо. Над дверьми было написано Врачебство и естественная история. Одним словом все приспособлено к занятиям. О студентах еще ничего не слышно. Говорят, что он все разделены на четыре категории. К последней принадлежали зеваки. Их уже отпустили. К первой причислены Прахов и еще кто-то, забыл. Прахова оправдывают. Много анекдотов ходит об них, да ведь не всякому слуху верь. В крепости есть комендант Сорокин. Каждое утро он приходил к студентам, спрашивал, пили ли они чай, ели ли булки, здоровы ли и потом уходил. Это не нравилось студентам и они решились отвадить его впредь от посещений. Раз, когда он по своему обыкновению явился к ним и разинул рот, чтоб предложить обычные поросы, один студент закричал: пили. ели, здоровы, прощай. После этого Комендант уже не показывался. Вышли стихи на Путятина. Всякий переиначивает их по-своему. Мне кажется, что я так слышал. Если нет, так по крайней мере смысл тот же. Они заимствованы из басни Крылова о свинье, которая нажравшись желудей, начала гнуть корни дуба, давшего ей эти плоды. Вот они:
Ты напророчил нам поэт
Смысл басни сей теперь понятен
Сей дуб — есть Университет
Свинья же — граф Путятин.
Рассказывают еще анекдот про Лапшина. Однажды он уже слишком расфарсился, представляя из себя ученого человека. Студенты начали надеяться. Это разозлило педанта и он, желая пристыдить молодых людей, сказал: Aullus ridet на что один из слушателей отвечал: Rideo, quod te stultum video. Лапшин принужден был замолчать."
"74","1861-11-22","22 ноября. Среда. Сегодня я получил двойку от Буша, что довольно неприятно. Я сейчас только воротился из Публичной библиотеки. Видел там Бухарева и Рибо, с которым воротился назад. Мне дали все переводы Виргилия. выписал. Не знаю дадут ли? Завтра не пойду."
"75","1861-12-03","3 декабря. Воскресенье. В Университете теперь на каждом шагу шпионы. Студенты одного из них, с тремя фамилиями, Лескис, Беневоленский и еще какая-то не помню, чуть не поколотили да ускользнул каналья, а стоило бы его. Лучше б еще было, если б его опустить в прорубь на Неве. У этих людей нет ни сердца, ни чести, ни души. Для них все равно. Многие уверяли, что Лескис не шпион. На это есть явные доказательства. Для чего ему три фамилии. Потом, когда спрашивали его фамилию, так не хотел говорить. Всюду совался, к профессорам, к студентам, везде расспрашивал. Для чего это? Когда ему один студент дал пощечину так он стерпел ее, переносил ругательства, которые на него сыпались градом. Мог бы это стерпеть благородный человек? Явно, что Лескис подлец, шпион. Ноября 29го в Середу умер в арестантском отделении клиники при Медицинской академии студент 3го курса Спасский. Будучи посажен в крепости в каземат он не мог перенести необыкновенной сырости, имевшей пагубное влияние на его организацию. Сырость была до того сильна, что покрылись стены более, чем на палец толщиной. И в такую тюрьму как преступника посадили бедного Спасского. Пробыв в ней три дня, он захворал тифозной горячкой. Его перевели в другое отделение немного лучше и потом уже, когда отчаялись в выздоровлении несчастного отправили его в клинику, где он, несмотря на попечения студентов, окончил свою жизнь. Но это еще не все. Есть еще поступок, прекрасно рекомендующий наше мудрое правительство. Студенты, узнав о смерти своего товарища, хотели проводить его на кладбище. Вынос тела Спасского назначен был 2 Декабря в Субботу в 9 часов утра. И вот большая толпа студентов является к дверям церкви, где прежде стоял гроб их товарища. Церковь была пуста. Им вскоре объявили, что тело Спасского взято ночью (видно не одних живых хватают по ночам, а и мертвым нет покоя) и похоронено на Смоленском кладбище. Студенты отправились туда и над свежей могилой отдали последний долг своему товарищу. Но это не последняя жертва нашего человеколюбивого правительства, с таким усердием заботящегося о распространении образования к народе чрез закрытие университетов. Лебедев, который, как публиковали в газете, получил ушиб ножнами жандармской сабли в голову, между тем как у него на самом деле раздроблена голова прикладом, этот Лебедев находится в опасном положении, близком к помешательству. Кроме него есть еще множество больных. Валуев сидит в каземате с проткнутыми штыком шеей и рукой. Тифозная горячка сделалась болезнью повальной. Я решительно ничего не понимаю, что думает сделать наше правительство, поступая таким образом? Вооружить всех против себя? Это нетрудно, да ему то будет плохо. На другой день после смерти Спасского т.е. 30 ноября в Университет приехал попечитель Филиппсон. И давно бы так сделал. Гораздо более можно сделать кроткими мерами, чем насилием. Студенты окружили Филиппсона и начали с ним говорить о настоящих обстоятельствах. Один из них Боголюбов до того говорил, с таким жаром, так его тронули подлые поступки нашего правительства, что ему сделалось дурно. Причем сам попечитель подал Боголюбову стакан воды. Да кого это не раздражит. Но чем более говоришь, тем более злится. Лучше пока оставить. К завтрему я Миквицу ничего не знаю и намерен отказаться. Знаю, что нехорошо, но что же делать. Лень берет верх над другими благородными влечениями. Если б Миквица не было, я бы был на верху блаженства. В Библиотеке мне вчера дали такого Виргилия, что я с ним никак управлюсь к акту. Сегодня к нам приезжала Н.П. и звала меня в Середу к Леонтеьвым."
"76","1861-12-04","4 декабря. Понедельник. Я сегодня не ходил в гимназию, поелику на щеке прыщик вскочил, а в Середу надо идти к Леонтьевым. Вечером т.е. часу в шестом ко мне приходил Филиппов и объявил важную новость. Третьего дня т.е. в Субботу 1го Декабря Император был на опере в Мариинском театра. Известно что бывает в театре государь, так он один апплодирует, а прочие еще из уважения к нему молчат. В этот раз было наоборот. Все апплодировали. Это Александру не понравилось и он послал в ложе бывших при нем людей с приказанием замолчать. Да господ вытолкали. Император принужден был раньше обыкновенного выехать из театра. По окончании представления толпа из студентов медицинской академии, Университета и гимназистов остановилась в подъезда, чтобы дождаться своей любимой актрисы. В это время подходит Паткуль и приглашает их разойтись. Толпа отвечала, что она этого не сделает. Тогда знаменитый своими деяниями обер-полицеймейстер спрашивает у одного гимназиста фамилию. Этот говорит, что он может насказать Паткулю 30 фамилий, из которых ни одна не будет его настоящая. Обер-полицеймейстер, видя, что делать нечего, сел в сани и поехал. Заметя его трусость один из толпы вероятно гимназист, закричал ему вслед: поезжай скорее, а то император без тебя всю водку дотянет, конечно, этот поступок, недостойный человека образованного. Но при настоящих поступках правительства не мудрено, что и тихий человек сделается зверем, а образованный отчаянным невеждой. По причине описанным выше происшествия по всем гимназиям были разосланы бумаги от попечителя народного образования, в которых директорам заведений предписывалось внушить своим ученикам отвращение к подобным поступкам. Конечно под спасением строгого взыскания за неисполнение точных соблюдений этого наставления. Такую то бумагу сегодня утром, после молитвы, собрав все старшие классы в залу, читал Бормотов. По городу ходит много анекдотов по поводу дела студентов. Так например в одном из них говорится С душевным прискорбием извещая о кончине Русского просвещения, покорнейше просим всех знавших, пожаловать на вынос его из санкт-петербургского Университета и на погребение в Государственном совете. Совершенно справедливо и очень остро! Студентов, некоторых только, а не всех обещали выпустить 5 Декабря во Вторник, т.е. завтра, накануне именин наследника. За студентов,  всего только четыре голосам: императора, который как председатель, имеет два голоса, наследника и Суворова, а прочие против них, как Путятин, Панин и другие. Не сдобровать этому скоту Путятину. Посадили же этого старого глухаря на место министра народного просвещения. Говорят, что не он виноват, а государь. При первом отказе Путятина Император отвечал: Разве я все должен делать, а вы ничего. Вот теперь волнуются, восстают, и Бог знает, что такое, а чрез 50 лет посмотришь кого на свете нет, а кто так жил, что и ног не подымет. Omnia Humana sunt fragilia. Завтра пойду в гимназию."
"77","1861-12-09","9 декабря. Суббота. 6 декабря студентов выпустили из крепости. Всем, бывшим в заключении из IV курса, запрещено поступать в Университеты, никуда на службу, исключая министерство юстиции, даже в учителя уездных училищ, и знаете ли за что? За то, что не остановили другие курсы. Право, у нас совершенно не понимают университет. Когда настанет уже блаженное время неизвестно, а теперь на университет смотрят, как на гимназии, в которых ученики VII класса имеют неограниченную власть над прочими и остановить их везде и в чем угодно. Другим сидевшим в крепости запрещен въезд в столицы и повелено, чтобы они в 24 часа уезжали отсюда. Вот как мудро распоряжается наше правительство; оно желает, чтоб филолог или химик был чиновником. Нечего сказать, умно сделано! Их Суворов сдерживал несколько благородные порывы негодования мудрых наших советников. Они присудили многих к ссылке в Сибирь на каторжную работу и было бы за что; за то, что не приняли их глупых правил, не были такими дураками, чтоб исполнять приказания этих ослов. именно ослы, болваны, в государственный совет. Чёрт знает право, что у нас такое делается! Кажется настают времена Николая. Ну да уже тогда плохо будет этим безмозглым советникам. Да что плохо, наше общество еще до того глупое, что готово все переносить. Хоть бы дело с Университетом! Благо не до них касается, так и ничего. Молчать только, да глазами хлопать. Не понимают того, что ведь давай хоточку, так и до них доберутся, тогда уже поздно будет спохватиться. Если б это было во Франции или Англии, чтобы там произошло из-за этого? Да от всех этих свиней советников мокренько бы только осталось. А у нас что? В чем передразнивают французов, а здесь нет чтобы последовать примеру. Что им самим полезно, так того не хотят. Да вот посмотри, что они скажут, когда до них доберутся. Ведь не является теперь какой-нибудь Петрашевский. Что-то Искандер теперь поделывает. То-то, я думаю, изощряется. У нас в гимназии все благополучно. Филиппов хочет идти в горный корпус. Не знаю хорошо ли это? Лучше если бы пошел в Университет, по юридическому факультету. У него и характер такой. Да впрочем что я тут говорю? Того и гляди, что Университет будет советом закрыт."
"78","1861-12-10","10 декабря. Воскресенья. Сегодня с самого утра мама придирались к Катерине и колотили ее. Как после этого не желать воли, когда ласкового слова не услышишь, а все одну только брань да. У нас Пётр Николаевич. Удивляюсь я Катерине. Как это она все сносит. Я бы просто из себя вышел и не знаю чего бы наделал."
"79","1861-12-17","17 декабря. Воскресенье. Начну с того, что к завтрему ничего не знаю. Это уж старая материя. Надо будет в последствии хорошенько заняться, после праздников, а теперь заниматься не очень. Наши ушли к Георгиевским. Здесь Петр Николаевич."
"80","1861-12-28","28 декабря. Четверг. В Понедельник 18 декабря я не ходил в гимназию, потому что был нездоров, непритворно. В Середу 20 Декабря мы, т.е. все воспитанники VII класса вечером были в гимназии и перебирали Библиотеку. В четверг 21 Декабря нас отпустили домой. 24 Декабря в Воскресенье я был в гимназии, в библиотеке, но на елку не ходил. 25 Декабря был у Леонтьевых на елке и по обыкновению играл роль Дурака. 26 Декабря. Вторник. Опять был в библиотеке. Мы только вчера окончили работу. Сегодня никуда не выходил. Мороз ужасный. Итак я кончил свой рапорт."
"81","1861-12-30","30 декабря. Суббота. Вчера т.е. в пятницу 29 декабря вечером я был в Публичной библиотеке, видел там Травинского. Сегодня утром в одиннадцатом часу я с Котей отправился сперва в Библиотеку, чтоб взять билет на 1862 год. Мне попался № 38, а был 3121. Чтенье начнется с 2 января, т.е. со Вторника будущей недели. Мама с Машей сейчас только воротились от танцевального учителя Воронова. За нас двоих взял 25 рублей серебром. Танцованье начнется с 10 часов в среду. Недавно в газете был напечатан всеподданейший доклад министра народного просвещения, которая стоит выписать. Именно он напечатан в Ведомостях санкт-петербургского городской полиции под №281 третьего десятилетия, четверг 21 декабря 1861 года этим самым докладом Путятин доказал свою подлость и какой он скотина.
Всеподданейший доклад министра народного просвещения о закрытии Санкт-Петербургского университета.
Ваше Императорское Величество во востоянной заботливости (?) о благе образующегося в университете и в видах облегчения родителям средств доставить более основательное образование их детям.

Высочайше повелеть изволили пригласить в Санкт-Петербург для совещания, попечителей учебных округов или их помощников, а также некоторых из каждого университета профессоров, близко знакомых с настоящим состоянием университетов, для пересмотра университетского устава, составленного за двадцать лет тому назад и потому в настоящее время требующего изменений. Учрежденная из лиц комиссия открыла уже свои заседания, и занятия и будут непрерывно продолжаться, дабы окончить порученный ей труд без потери времени.

Между тем, не несмотря на то, что после возникших в санкт-петербургском университете беспорядков (?), правительство заботливо изыскивало средства к приведению оного в надлежащее устройство, и для достижения этой цели употребляло всевозможные меры к предупреждению окончательного закрытия сего университета, в нем в последнее время вновь начали обнаруживаться уклонение от соблюдения постановленных правил, которое хотя и не имеет само по себе существенной важности, но тем не менее доказывает, что впредь, до пересмотра университетского устава, дальнейшее существование санкт-петербургского университета, не может быть признаваемо полезным для обучающегося в нем юношества.

Вследствие сего министр народного просвещения долгом постановляет испрашивать Высочайшее  Императорского величества повеление:

1) Закрыть санкт-петербургский университет впредь до пересмотра университетского устава и до Высочайшего утверждения тех изменений, которые Вашим Величеством признано будет полезным в оном допустить.

2) Открыть вновь санкт-петербургский университет уже на новых, в пересмотренном уставе, определенных основаниях.

3) Всех нынешних студентов университета считать окончательно из оного уволенными, предоставить им обращаться к попечителям учебных округов с просьбою о приеме в подведомственные им университеты, с теми самыми правами и преимуществами, которые при постепенном прохождении курсов были приобретены ими на день закрытия университета.

4) Всех профессоров и других должностных лиц университетского управления считать остающимися за штатом, впредь до открытия университета на новых основаниях.

5) По открытии вновь санкт-петербургского университета предоставить как профессорам и другим лицам, нане принадлежащим к составу сего университета, так и студентам оного, поступать в сей университет, с разрешения начальства, на новых правилах, которые будут постановлены. Комиссии же, занимающейся ныне пересмотром университетского устава, вменить в обязанность определить порядок поступления вновь в санкт-петербургский университет всех вышеупомянутых лиц, имея при сем в виду сохранение им прав и преимуществ, приобретенных профессорами и должностными лицами университета на службе, а студентами при прохождении ими курсов.

6) Исполнительные по сем предметам распоряжение возложить на министра народного просвещения.

На сем всподданейшем докладе Его Императорское Величество. в 20 день сего Декабря, собственноручно написать изволил: Исполнить.

Вместе с тем Государю Императору благоугодно было высочайше повелеть: во внимании к тому, что некоторые студенты санкт-петербургского университета нуждаются в средствах к жизни, и были бы особенно затруднены, в случае желания переселиться в другие университетские города, отпустить в распоряжение санкт-петербургского военного генерал-губернатора особую Его Величеством определенную сумму, для производства из оной нужных студентам пособий, по ближайшему усмотрению Генрал-адъютанта князя Суворова.

Подписал министр народного просвещения, генерал адъютант граф Путятин.

Хорош нечего сказать доклад! Из него можно понять о постоянной заботливости нашего правительства об образовании юношества, которому не дают даже средств для этого. Хороши нечего сказать и юноши, из которых многим уже есть лет 25 или 30, если не больше. Беспорядки! Да надо спросить что было причиной этих беспорядков? Кто первый подал повод им? И увидишь, что во всем виновато наше же правительство. Если рассмотреть хорошенько все их действия и поступки со студентами, то право заметишь, что оно действовало весьма неблагоразумно, да и еще и несознательно, а продолжало так поступать. Все приказания Путянина, Паткуля, Филипсона и прочих служили только к раздражению молодых людей. Закрытие университета это доказывает. Прежде этого еще запирали аудитории, как будто это мальчики, которые шалят в классах; хватало всех. Студенту невозможно было выйти на улицу, того и гляди, что ни за что, ни про что попадешь в крепость да это еще б ничего, если б в крепости помещения то были хорошие, а то ведь серые, гадкие, темные, вонючие, как-будто студенты преступники какие, да и с тем прежде следствия не должно было так поступать. У многих открылись скверные болезни и я думаю, большею частью из сидевших в крепосте всю свою жизнь не забудет этого."
"82","1861-12-31","31 декабря. Воскресенье.
Сын Отечества 1861 г. Декабря 17 дня № 51, страница 153Б
Для собраний по вопросам, касающимся университетов, по высочайшему повелению, предложено было прибыть в Санкт-Петербург, в начале Декабря, попечителям тех учебных округов, в которых находятся университеты, вместе с депутатами от университетов, столичных — по два, а прочих по одному, из профессоров по выбору попечителей. По прибытии означенных лиц в Петербург, образовано из них, образовано из низ под председательством действительного тайного советника фон Брадке, особая комиссия, которая с 7го Декабря, начала и продолжает ежедневно свои занятия. Состав Комиссии следующий. Председатель, попечитель дерптского учебного округа фон Брадке; члены: депутат от дерптского университета проректор фон Эттинген; Санкт-Петербургского попечитель учебного округа, генерал лейтенант Филиппсон; от Санкт-Петербургского университета: профессора Ленц и Никитенко, попечитель московского учебного округа, генерал майор Исанов; от московского университета: профессора Соловьев и Бабст; попечитель казанского учебного округа, действительный статский советник князь Вяземский; от казанского университета профессор Овсянников; попечитель киевского учебного округа, действительный статский советник барон Николаи, от университета Св. Владимира ректор Бунге; помощник попечителя Харьковского учебного округа действительный статский советник Фойгт; от харьковского университета профессор Пахман.

Как рассмотришь отдельно каждое лицо этой комиссии так и увидишь, что здесь собрано старье, хлам и конечно приверженцы старого устройства университетов, любители времени Николаевского, когда все делали из под палки и не знали другого поощрения, как только бить плакой. Я не говорю тут о достоинстве профессора. Многие из них люди заслуженные, ученые, полезные на своем месте, а не в комиссии, собранной для состава новых университетских правил. Все они приверженцы старого, следовательно не могут исполнить прекрасно возложенного на них поручения. Конечно, не они виноваты в том, что имеют такой взгляд на вещи, а виноват тот век, в который они жили, но если они не хорошо исполняют, то к чему их приставили, так в том будет виноват тот, кто их назначил, а не они сами. Впрочем пока ничего неизвестно, что принесет полезное эта Комиссия. Говорят, что Путятин подал в отставку, и на его место назначен Головнин, такой же подлец, как и первый, следовательно ничего хорошего не будет, но опять таки ничего неизвестно и я не могу так говорить. Надо дождаться конца и потом уже рассуждать, а предсказывать нечего. Филиппсон тоже отставлен и замещен бароном Корфом, который был директором Публичной библиотеки, куда вместо него назначен Делянов, бывший попечитель петербургского округа, человек добрый, но хитрый и светский. Довольно интересно знать чем кончится университетское дело, начавшееся с глупости и которое кончится может быть не совсем хорошо для императора конечно, а не для народа. Михайлов, уже теперь в Сибири, бедный, в рудниках на 6 лет. Много воды может утечь в эти шесть лет. "
